name,strasse_nr,plz,angebot,lieferung,beschreibung_lieferangebot,selbstabholung,angebot_selbstabholung,fon,w3,mail,art,montag,dienstag,mittwoch,donnerstag,freitag,samstag,sonntag,lon,lat,unique_id
Restaurant Morgenland,Skalitzer Straße 35,10999,"Mediterrane Küche, Frühstück, Burger, Pasta, vegan & vegetarisch, Steak & Grillgerichte",WAHR,Unsere besondere Speisekarte und Oster Specialfinden Sie auf unserer Website,WAHR,Wie haben die Speisekarte auf der Webdite hochgeladen. Oder rufen Sie uns an,+4917621810938,https://www.morgenland-berlin.de,kontakt@morgenland-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",16:00-22:00,10:00-22:00,,,,,,"13,4256541","52,4987934",671
SLY010,Kurfürstendamm 188/189,10707,"SLY010 luxury ready to wear, fine leather goods, accessoires",WAHR,Wie liefern online über SLY010.com oder über unsere Lieferdienst In Berlin und Umgebung,FALSCH,,+491777770660,https://www.sly010.com,storeberlin@sly010.com,Mode / Bekleidung,,,,,,,,"13,3160083","52,5007697",672
RT Transportservice,Frankenwaldstraße 30,13589,Transporte aller art,WAHR,Europaweit,FALSCH,,+491772908804,https://rt-transportservice@web.de,rt-transportservice@web.de,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,1746","52,55367",673
Bücherbogen am Savignyplatz,Stadtbahnbogen 593,10623,"Buchhandlung für Architektur, Kunst, Fotografie, Design, Mode, Film, Kinderbuch seit 1980. Wir können jedes lieferbare Buch bestellen und liefern.",WAHR,"Wir liefern innerhalb Berlins kostenlos per Fahrrad, Auto und Post alle bestellten Bücher, DVDs und Spiele.",WAHR,Bestellungen aller lieferbaren Bücher müssen bis 17 Uhr bei uns eingegangen sein und können dann am nächsten Tag ab 11.00 Uhr abgeholt werden.,+493031869511,https://www.buecherbogen.com,info@buecherbogen.com,Buchhandlung,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,11:00-18:00,,"13,3216182","52,5048803",674
Hito Falafel,Chausseestraße 4,10115,Arabische-Orientalische Küche,FALSCH,,WAHR,,+4917684670050,,hito-falafel@gmx.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,38688","52,52785",675
Arna Solutions GmbH,Schildhorn Straße 9,12163,Möbeltaxi Transportdienstleistung,WAHR,"Wir liefern weiterhin eure sperrigen und schweren Transportgüter zum Wunschort. Auch holen wir von allen Möbelhäusern , Einrichtungshäusern und Baumärkten eure Click&Collect Einkäufe schnell preiswert und zuverlässig.",FALSCH,,+4915127063535,https://www.moebel-taxi.com,info@moebel-taxi.com,Anderes (bitte bei der nächsten Frage beschreiben),10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,,"13,3212847","52,4629673",676
TROMMLER,Jagowstraße 40,10555,alles für Kinder und kleine Geschenke auch für Erwachsene,FALSCH,,WAHR,Bestellung per Mail oder während der Abholzeiten auch telefonisch. Für Vorschläge schicke ich gerne auch 1-2 Fotos.,+49303917222,https://www.trommler.org,mail@trommler.org,Anderes (bitte bei der nächsten Frage beschreiben),12:00-16:00,12:00-16:00,14:00-18:00,12:00-16:00,12:00-16:00,11:00-14:00,,"13,33226","52,52032",677
COCOON HAIR SHOP,Hauptstraße 30,10827,Haar und Körperpflege so wie Haarteile,WAHR,,WAHR,"bitte ein Tag telefonisch vorbestellen, und am nächsten Tag abholen.",+4915231858555,,info@cocoon-beautycare.com,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,353709","52,4851178",678
Reinweiss Blumen,Reichsstraße 82,14052,"Blumensträuße, Blumengestecke, Pflanzen, Vasen & Gefäße, Dekorationsartikel",WAHR,Lieferung in ganz Berlin,WAHR,"Blumen, Vasen & Gefäße, Dekorationsartikel",+49303059681,https://www.reinweiss-blumen.de,kontakt@reinweiss-blumen.de,Blumenladen,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-13:00,,"13,2606971","52,5155698",679
Naturheilpraxis erdrot,Lietzenburgerstraße 54,10719,Spezielle CORONA- Immunbooster als Infusion und Online-Beratung,FALSCH,,FALSCH,,+491796221592,https://petra-nuernberger.com,post@praxis-erdrot.de,Gesundheit,,,,,,,,"13,330056","52,5006984",680
Hayatuna Kräuter und Tee,Anzengruber Straße 11,12043,"Bio Kräuter und  Tees, Öle, Gewürze,Räucherwerk, Arzneibuchqualität",WAHR,"Kostenlose Lieferung in einem Umfeld bis 3 Km ab einem Mindestbestellwert von 15€, innerhalb von 24 Stunden Lieferung. Bestellung auch telefonisch möglich",WAHR,"Telefonisch oder per email bestellen, während den Öffnungszeiten und noch am selben Tag abholen",+493068056118,https://www.heilpraxis-kraeuter.com,info@heilpraxis-kraeuter.com,Gesundheit,10:00-18:00,10:00-18:00,,10:00-18:00,10:00-18:00,10:00-15:00,,"13,4407795","52,4803158",681
Antiquariat Elvira Tasbach,Kronberger Straße 20,14193,Antiquariat spezialisiert auf alte Bücher und Handschriften,WAHR,Wir liefern nach Absprache,WAHR,Abholung von Bestellungen nach vorheriger Absprache.,+491723132088,https://HTTPS://www.tasbach-rare-books.com,Antiquariat-Tasbach@t-online.de,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,2791428","52,4780185",682
Lefter Records,Gneisenaustraße 114,10961,Schallplattenladen,WAHR,Wir verschicken Schallplatten per Post.,WAHR,Terminvereinbarung zur Abholung per Mail.,+493050593736,https://www.lefterrecords.berlin,erbatur@lefterrecords.berlin,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,3887544","52,4930525",683
Gorilla Vapes,Am Borsigturm 2,13507,E-Zigaretten,FALSCH,,WAHR,,+493043655327,https://www.gorillavapes.de,info@gorillavapes.de,Anderes (bitte bei der nächsten Frage beschreiben),12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,"13,2866924","52,5860043",684
Happiness Boutique,Am Borsigturm 50,13507,Schmuck,WAHR,Alle Bestellungen werden innerhalb von einem Werktag bearbeitet und dann mit der gewünschten Versandart verschickt.,FALSCH,,,https://www.happinessboutique.com/de/,,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,2837587","52,5842499",685
Kleine Fische,Leonhardtstraße 21,14057,Kinderbekleidung und ausgewähltes Spielzeug,WAHR,Wir liefern in Charlottenburg. Darüberhinaus versenden wir mit DHL,WAHR,Bestellte Ware kann am Wunschtag zwischen 12 und 15 Uhr sowie nach Absprache abgeholt werden.,+4928833324,https://www.kleinefische.de,info@kleinefische.de,Anderes (bitte bei der nächsten Frage beschreiben),12:00-15:00,12:00-15:00,12:00-15:00,12:00-15:00,12:00-15:00,,,"13,2970133","52,5051471",686
WILDHOOD store,Weichselstraße 22,12045,"Outdoor- und Reisethemen, Bücher, Postkarten",FALSCH,,WAHR,"Du kannst online bestellen und es dann bei uns abholen, ab 20€ schicken wir es dir aber auch versandkostenfrei zu.",+493069800290,https://www.wildhoodstore.de,hello@wildhoodstore.de,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,4363852","52,4866355",687
Taverne Pikilia,Spanische Allee 72,14129,Mediterrane Köstlichkeiten,FALSCH,,WAHR,,+493080588207,https://www.pikilia.de,info@pikilia.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,2113582","52,4337761",688
cashmere*,Choriner Straße 82,10119,"Secondhand Online Shop für hochwertige ´Preloved´Designer Mode, feinste Qualität zu günstigen Preisen, zeitlos, klassisch, aktuell, Designklassiker, Einzelstücke & Lieblingsstücke!",WAHR,,FALSCH,,+491791055344,,cashmeresternchen@gmail.com,Mode / Bekleidung,,,,,,,,"13,4057783","52,5313014",689
Manjurani,Knesebeckstraße 4,10623,Indisch,WAHR,via lieferando,WAHR,indisch vegetarisch und mit Hähnchen und Lamm,+49303123029,https://www.manjurani.de,info@manjurani.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,"13,322411","52,5101626",690
grossherz,Metzer Straße 22,10405,Neu interpretierte Deutsche Küche,WAHR,"Wir füllen nun nachhaltig Pfandgläser mit unseren Köstlichkeiten, für Euch bestimmt, ab.   Täglich von 18-21 Uhr hat das großherz für Speisen außer Haus und Abholungen geöffnet, netten Nachbarn bringen wir das Essen auch gerne vorbei.",WAHR,Sie finden unser Angebot auf unsere Webseite,+4930209164628,https://www.grossherz.de,hallo@grossherz.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",18:00-21:00,18:00-21:00,18:00-21:00,18:00-21:00,18:00-21:00,18:00-21:00,18:00-21:00,"13,41868","52,53102",691
Miele Primus,Ansbacher Straße 22,10787,Miele Elektro-Hausgeräte und Einbauküchen,WAHR,Liefergebiet: Berlin und Umland,WAHR,Miele Elektro-Hausgeräte,+49302101550,https://www.primus-onlineshop.de/,berlin@miele-primus.de,Anderes (bitte bei der nächsten Frage beschreiben),10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,"13,3422773","52,5026734",692
Biogoods,Kastanienallee 101,10435,Online Biomarkt & Lieferservice: Deine Auswahl an Produkten in bester Bio-Qualität bringen wir schnell und zuverlässig zu Dir. Nutze den Paketservice oder in Berlin auch unseren sofort Lieferservice. Wir liefern noch am selben Tag.,WAHR,Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht,WAHR,Bestellungen zum Abholen müssen uns spätestens bis 11:00 Uhr am selben Tag.,+493020620304,https://biogoods.de,hallo@biogoods.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,14:00-19:00,,"13,4112264","52,5396869",693
Wollkosmos,Römerweg 36,10318,Wolle und Strickgarn,WAHR,,WAHR,,+491754325093,https://wollkosmos.de,wollkosmos@gmail.com,Anderes (bitte bei der nächsten Frage beschreiben),10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,"13,5244932","52,4916845",694
Books People Places,Crellestraße 26,10827,"Books People Places ist eine Buchhandlung, Vertrieb und Archiv für Architektur und Stadtforschung.",WAHR,Wir liefern in alle Bezirke! Je nach Umfang und Entfernung am selben Tag der Bestellung oder mit der Post.,WAHR,"Bestellungen müssen vor 15 Uhr eingehen, aber Books People Places prüft auch gerne die Verfügbarkeit bei Kollegen!",+4917638863500,https://bookspeopleplaces.com/,info@bookspeopleplaces.com,Buchhandlung,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,12:00-19:00,,"13,3639526","52,4900076",695
Ben's Wildstyle Shop,Lagerweg 22,13599,Urban Art Supplie,WAHR,Wir liefern ums Eck und auch Bundesweit.,WAHR,Nur bei vorheriger Bestellung und nach Termin Vereinbarungen.,+493033503662,https://www.wildstyleshop.com,info@wildstyleshop.com,Anderes (bitte bei der nächsten Frage beschreiben),,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,,"13,2331919","52,5361863",696
Ben Mansour Graphics,Lagerweg 20c,13599,Werbung - Grafik - Animation,WAHR,"Werbeanbringung, Flyer & Werbung Anlieferung (Kontaktlos).",FALSCH,,+4915252479232,https://www.benmansour.de,info@benmansour.de,Anderes (bitte bei der nächsten Frage beschreiben),12:00-14:00,12:00-14:00,12:00-14:00,12:00-14:00,12:00-14:00,,,"13,2331242","52,5361968",697
Restaurant Rosmarin,Oranienburgerstraße 66,10117,"Mediterraner Gerichte( alles glutenfrei),  Pizza, Pasta, Salate, Fleisch",WAHR,Wir liefern in Mitte,WAHR,Bei uns kann man alles sofort bestellen und gleich mitnehmen,+491782322988,,info@dasrosmarin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,12:00-22:00,11:00-21:00,"13,391681","52,5250246",698
Blumen Dilek,Haupt Straße 147,10827,Wir haben für Sie auf von 8-18 Uhr :),WAHR,Sie können auch gerne bei uns online oder am telefon bestellen,WAHR,Sie können auch gerne vorbeikommen,,,hauptstrasse@blumendilek.de,Blumenladen,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-16:00,"13,3578942","52,4873923",699
78rpm records GmbH,Kurfürstendamm 125A,10711,"Schellackplatten und CDs mit historischer Musik, Raritäten und Grammophonnadeln",WAHR,Lieferung Weltweit per Hermes oder DHL,FALSCH,,+491749472907,http://www.ebaystores.de/needleshop24,78rpm@shellac.eu,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,28629","52,49489",700
Mariannne Reinke - Genähtes und mehr - Onlineshop,Reichweindamm 44,13627,"Geschenkartikel, Handmade-Artikel, Schlüsselanhänger, Schutzengel, genähte Geschenke",FALSCH,,FALSCH,,+491746009509,https://www.shop-marianne-reinke.de,info@marianne-reinke.de,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,30227","52,54024",701
Havelwasser.com,Richterstraße 5,12524,"Havelwasser - Wein und Birnensaft, EierBirne - Eierlikör mit Birne, Havler - Kräuterlikör mit Birne, Havelbrand - Williams-Christ Birnenbrand",WAHR,"Abholung vor Ort, Lieferung innerhalb Berlins und Lieferung per Versand innerhalb Deutschlands",WAHR,Abholung vor Ort aller Produkte nach Absprache (030 53605725) gerne möglich,+493053605725,https://www.havelwasser.com,,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,10:00-12:00,,"13,5716555","52,4110245",702
www.rapskernoel.info,Richterstraße 5,12524,"Rapskernöl, mit Buttergeschmack aromatisiertes Rapskernöl, Sonnenblumenkernöl und Olivenöl in der 3-Liter Bag-in-Box",WAHR,"Lieferung in Berlin, Versand in Berlin und Deutschland",WAHR,Vor Abholung UNBEDINGT Termin absprechen unter 030 53605725,+493053605725,https://www.rapskernoel.info,kugel@rapskernoel.info,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,10:00-12:00,,"13,5716555","52,4110245",703
MiMa Kfz Werkstatt,Altonaerstraße 85-89,13581,KFZ Werkstatt,WAHR,Hol- und Bringservice mit Eine Rundum Service für Ihr Fahrzeug.,WAHR,Gerne können Sie Ihre Fahrzeuge auch gerne wie gewont bei uns Abgeben oder Kontaktlos hinterlassen.,+493025565117,https://www.mima-kfz.de,info@mima-kfz.de,Anderes (bitte bei der nächsten Frage beschreiben),08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,10:00-15:00,,"13,1829396","52,5315623",704
Ristorante Rigoletto,Neuköllner Straße 235,12357,Pizza  Pasta Salat,FALSCH,,WAHR,,+49306611024,https://risto-rigoletto.de,rigoletto@risto-rigoletto.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,481432","52,4274916",705
KaffeeMüller,Türrschmidtstraße 2a,10317,"Kaffeebohnen, Kaffeemaschinenreparatur, Reparatur von Kaffeevollautomaten",WAHR,Wir haben einen Abhol- und Lieferservice für Berlin,WAHR,,+493057799182,https://www.kaffeemueller.de,info@kaffeemueller.de,Anderes (bitte bei der nächsten Frage beschreiben),09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-13:00,,,"13,476145","52,5026134",706
Tuk Tuk,Großgörschenstraße 2,10827,Indonesisches Restaurat seit 1979 in Berlin. Unter Bambushütte präsentieren wir Tradition und Gastronomie,WAHR,Unser Lieferpartner Lieferando bietet die Möglichkeit von Zuhause zu bestellen,WAHR,Ausserhaus durch telephonische Bestellung,+49307811588,https://www.tuk-tuk.de,info@tuk-tuk.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,17:00-22:00,"13,361704","52,4911346",707
Spielbrett oHG,Berliner Straße 132,10715,Spielwaren,WAHR,Im Nahbereich oder nach Absprache,WAHR,,+49308731535,https://spielbrett-berlin.de,mail@spielbrett-berlin.de,Anderes (bitte bei der nächsten Frage beschreiben),10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,"13,32084","52,48617",708
George R Bar,Wilhelmshavener Straße 57,10551,Klassische Cocktails,WAHR,"Lieferung in die Berliner Innenstadt, Details auf der Webseite.",WAHR,Bestellungen zum Abholen müssen uns spätestens bis 13:00 Uhr an unseren Liedertafel (Dienstag und Freitag)  erreichen.,+493052666933,https://shop.george-r.de,bar@george-r.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,3411269","52,5301457",709
Spielbrett oHG,Körtestraße 27,10967,Spielwaren,WAHR,Im Nahbereich oder nach Absprache,WAHR,,+49306924250,https://spielbrett-berlin.de,mail@spielbrett-berlin.de,Anderes (bitte bei der nächsten Frage beschreiben),10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,"13,40953","52,49007",710
Mischau Wurst - und Fleischwaren Werksverkauf,Wiesendamm 29-31,13597,"Wurst-und Fleischwaren, Feinkostsalate, Grillfleisch, Currywurst, Rostbratwürste, Spare Ribs, Imbissbereich zum Mitnehmen",FALSCH,,WAHR,,+493030009634,https://www.mischau.de,info@mischau.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-13:00,,"13,24327","52,5278",711
Kaffeefachwerk,Grünauer Straße 29,12524,Kaffeerösterei,WAHR,Versandkostenfreie Lieferungen im DHL-Paketversand über unseren Onlineshop,FALSCH,,+493067826482,https://www.kaffeefachwerk.de,info@kaffeefachwerk.de,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,5457708","52,4187468",712
CaféGarbe,Frankfurter Allee 40,10247,AlkoholfreisGutbürgerliche Küche,WAHR,"Lieferungen in 10247, bei größeren Bestellungen auch darüber hinaus.",WAHR,Telefonische Bestellung unter 03029385-204,+493029385422,https://www.diegarbe.de,sozbetriebe@dtz-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,,,"13,462459","52,5146724",713
Selbst. JEMAKO Vertriebspartner,Ansbacher Straße 29,10789,"Reinigungsmittel, Körperpflegeprodukte",WAHR,"Persönliche Auslieferung, Abholung oder per DHL",WAHR,"Wenn Artikel auf Lager sind, können sie nach Bestätigung abgeholt werden",+491773175186,https://www.kornmaier.de,,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,3417993","52,500796",714
Walhalla,Krefelder Straße 6,10555,Internationale Küche,FALSCH,,WAHR,täglich von 12:00 - 14:00h  und  17:00 - 20:00h anrufen - bestellen - abholen,+49303933039,https://www.walhalla-berlin.de,kontakt@walhalla-berlin.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,12:00-14:00 & 17:00-20:00,"13,3393541","52,5242599",715
Zentralhanf Hanffachgeschäft,Kastanienallee 86,10435,Hanf- und CBD Fachgeschäft (einschl. Gesichtsmasken aus Hanf),WAHR,Lieferungen nach Absprache auch Weltweit.,WAHR,Abholung nur nach tel. Absprache und Vorkasse.,+4916097743899,https://www.zentralhanf.de,sales@zentralhanf.de,Anderes (bitte bei der nächsten Frage beschreiben),,,,,,,,"13,4093","52,53758",716
SESELLO,Bismarckstraße 87,10627,Onlinehandel für Babywaren und Ernährung,WAHR,,FALSCH,,+493028500952,https://www.sesello.de,service@sesello.de,Anderes (bitte bei der nächsten Frage beschreiben),10:00-16:00,10:00-16:00,10:00-16:00,12:00-14:00,10:00-12:00,,,"13,30748","52,51136",717
"TiDis, der Tintendiscounter Berlin",Neckarstraße 5,12053,"PC & Druckerreparatur - EDV Zubehör wie Druckerpatronen, Lasertoner und Druckertinte",WAHR,Wir liefern Europaweit,WAHR,"Bei uns finden Sie alles an Futter für Ihren Drucker, auch neu und gebrauchte Drucker führen wir im Programm. Computer und Druckerprobleme können wir direkt in unser Werkstatt für Sie lösen.",+493068237544,https://www.tidis.de,info@tidis.de,Bürobedarf,10:00-18:30,10:00-18:30,10:00-18:30,10:00-18:30,10:00-18:30,10:00-14:00,,"13,4343303","52,4804071",718
Medicare by Britta Gabriel GmbH,Magistratsweg 140,13591,"Versandhandel für Pflegewäsche, Hüftschutz, Ess-Schürzen, Pflegebedarf und Verbandschuhen",WAHR,"Lieferung deutschlandweit, Europa und weltweit",FALSCH,,+493037592710,https://www.pflegeoverall24.de,service@pflegeoverall24.de,Gesundheit,,,,,,,,"13,1571299","52,5357264",719
KugelEi Café,Poststraße 12,10178,Kuchen und Torten,FALSCH,,WAHR,Kuchen und Torten - alles mit Ei,+493024727575,,info@kugelei.de,"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)",,,,,,,,"13,4067129","52,5163165",720
